time;gFx;gFy;gFz;tgF
0;0.012;-0.504;-0.952;1.077
.0090;0.033;-0.484;-0.923;1.043
.0190;0.04;-0.493;-0.926;1.05
.0290;0.028;-0.502;-0.887;1.02
.0390;0.015;-0.525;-0.83;0.982
.0500;-0.0;-0.561;-0.673;0.876
.0600;-0.093;-0.579;-0.793;0.986
.0860;-0.109;-0.597;-0.813;1.015
.0870;-0.109;-0.597;-0.813;1.015
.0890;-0.059;-0.63;-0.782;1.006
.0990;-0.019;-0.633;-0.78;1.005
.1090;-0.018;-0.551;-0.798;0.97
.1190;-0.038;-0.482;-0.771;0.91
.1290;-0.053;-0.483;-0.719;0.868
.1390;-0.027;-0.524;-0.648;0.834
.1490;-0.058;-0.63;-0.659;0.914
.1600;-0.09;-0.698;-0.671;0.972
.1870;0.012;-0.62;-0.649;0.898
.1880;-0.004;-0.598;-0.712;0.93
.1900;-0.004;-0.598;-0.712;0.93
.1990;-0.065;-0.595;-0.771;0.976
.2090;-0.079;-0.638;-0.778;1.009
.2190;0.007;-0.753;-0.726;1.046
.2290;0.021;-0.799;-0.682;1.051
.2390;-0.016;-0.78;-0.69;1.042
.2490;0.002;-0.779;-0.719;1.06
.2590;0.003;-0.768;-0.786;1.099
.2860;0.069;-0.804;-0.901;1.21
.2870;0.069;-0.804;-0.901;1.21
.2880;0.048;-0.801;-0.946;1.24
.2980;0.037;-0.77;-0.928;1.206
.3080;0.029;-0.755;-0.912;1.184
.3180;0.034;-0.762;-0.882;1.166
.3280;0.057;-0.771;-0.82;1.127
.3390;0.062;-0.782;-0.782;1.108
.3490;0.066;-0.792;-0.751;1.093
.3590;0.077;-0.794;-0.713;1.07
.3850;0.067;-0.776;-0.645;1.011
.3860;0.067;-0.776;-0.645;1.011
.3880;0.078;-0.793;-0.588;0.99
.3980;0.042;-0.787;-0.555;0.964
.4080;0.005;-0.806;-0.564;0.984
.4180;-0.024;-0.821;-0.589;1.011
.4280;-0.033;-0.845;-0.608;1.042
.4390;-0.023;-0.869;-0.603;1.058
.4480;-0.013;-0.866;-0.596;1.051
.4590;-0.005;-0.847;-0.588;1.031
.4840;0.019;-0.83;-0.547;0.994
.4850;0.019;-0.83;-0.547;0.994
.4880;0.032;-0.842;-0.516;0.988
.4980;0.036;-0.841;-0.474;0.966
.5080;0.023;-0.816;-0.441;0.928
.5180;0.002;-0.789;-0.414;0.891
.5280;-0.015;-0.773;-0.402;0.871
.5390;-0.023;-0.759;-0.417;0.866
.5480;-0.022;-0.743;-0.445;0.866
.5580;-0.022;-0.736;-0.468;0.872
.5850;-0.035;-0.726;-0.509;0.887
.5860;-0.035;-0.726;-0.509;0.887
.5880;-0.026;-0.722;-0.504;0.881
.5970;-0.031;-0.705;-0.495;0.862
.6080;-0.025;-0.706;-0.482;0.855
.6180;0.044;-0.742;-0.392;0.84
.6280;-0.014;-0.715;-0.366;0.803
.6380;-0.056;-0.726;-0.384;0.823
.6480;-0.075;-0.719;-0.398;0.825
.6580;-0.072;-0.731;-0.438;0.855
.6860;0.034;-0.886;-0.427;0.984
.6870;0.034;-0.886;-0.427;0.984
.6890;0.034;-0.886;-0.427;0.984
.6980;0.009;-0.891;-0.434;0.991
.7070;-0.04;-0.86;-0.477;0.984
.7170;0.112;-1.002;-0.392;1.082
.7270;0.076;-1.011;-0.303;1.058
.7380;-0.021;-1.011;-0.296;1.054
.7470;-0.021;-1.037;-0.275;1.073
.7580;-0.028;-1.073;-0.206;1.093
.7860;-0.062;-1.163;-0.168;1.177
.7870;-0.062;-1.163;-0.168;1.177
.7890;-0.062;-1.163;-0.168;1.177
.7970;-0.068;-1.143;-0.208;1.164
.8070;-0.046;-1.124;-0.265;1.156
.8170;0.024;-1.103;-0.293;1.142
.8270;0.086;-1.08;-0.293;1.122
.8380;0.132;-1.057;-0.278;1.101
.8470;0.151;-1.038;-0.26;1.081
.8580;0.148;-1.017;-0.243;1.056
.8870;0.15;-0.979;-0.207;1.012
.8880;0.15;-0.979;-0.207;1.012
.8890;0.15;-0.979;-0.207;1.012
.8970;0.179;-0.98;-0.17;1.011
.9070;0.161;-0.956;-0.161;0.983
.9170;0.152;-0.936;-0.149;0.96
.9270;0.152;-0.928;-0.128;0.949
.9370;0.172;-0.938;-0.108;0.96
.9470;0.141;-0.944;-0.116;0.961
.9570;0.113;-0.917;-0.12;0.932
.9850;0.156;-0.844;-0.144;0.87
.9860;0.156;-0.844;-0.144;0.87
.9870;0.126;-0.907;-0.248;0.949
.9970;0.113;-0.938;-0.299;0.991
1.0070;0.15;-0.904;-0.267;0.954
1.0170;0.195;-0.906;-0.223;0.953
1.0270;0.194;-0.942;-0.207;0.984
1.0370;0.139;-0.981;-0.216;1.014
1.0470;0.124;-1.058;-0.225;1.089
1.0570;0.077;-1.084;-0.201;1.105
1.0850;0.182;-1.098;-0.12;1.119
1.0860;0.15;-1.027;-0.028;1.038
1.0870;0.15;-1.027;-0.028;1.038
1.0970;0.064;-1.042;-0.062;1.046
1.1060;0.072;-1.087;-0.087;1.093
1.1160;0.118;-1.127;-0.097;1.137
1.1260;0.115;-1.134;-0.172;1.153
1.1370;0.184;-1.098;-0.252;1.141
1.1470;0.283;-1.015;-0.225;1.077
1.1570;0.221;-1.061;-0.182;1.099
1.1830;0.189;-1.116;-0.193;1.148
1.1840;0.189;-1.116;-0.193;1.148
1.1860;0.142;-1.08;-0.265;1.121
1.1960;0.285;-1.017;-0.283;1.093
1.2060;0.316;-1.026;-0.159;1.085
1.2160;0.323;-1.074;-0.077;1.124
1.2260;0.212;-1.002;-0.092;1.028
1.2370;0.119;-0.966;-0.12;0.981
1.2460;0.111;-1.002;-0.129;1.016
