time;gFx;gFy;gFz;tgF
4.0640;-0.361;-0.8;-0.442;0.983
4.0770;-0.399;-0.882;-0.383;1.041
4.0930;-0.29;-0.909;-0.205;0.976
4.0940;-0.29;-0.909;-0.205;0.976
4.1150;-0.232;-0.817;-0.176;0.867
4.1160;-0.232;-0.817;-0.176;0.867
4.1240;-0.217;-0.766;-0.211;0.824
4.1330;-0.177;-0.715;-0.269;0.784
4.1430;-0.182;-0.679;-0.307;0.767
4.1540;-0.2;-0.66;-0.369;0.782
4.1640;-0.187;-0.664;-0.477;0.839
4.1740;-0.144;-0.636;-0.593;0.881
4.1940;-0.011;-0.517;-0.543;0.75
4.1950;-0.011;-0.517;-0.543;0.75
4.2030;0.01;-0.837;-0.722;1.105
4.2130;-0.056;-0.974;-0.598;1.144
4.2240;-0.214;-1.236;-0.663;1.419
4.2330;-0.369;-1.273;-0.615;1.461
4.2430;-0.48;-1.096;-0.432;1.272
4.2540;-0.546;-0.954;-0.344;1.152
4.2640;-0.533;-0.811;-0.37;1.039
4.2920;-0.065;-0.65;-0.673;0.938
4.2940;-0.065;-0.65;-0.673;0.938
4.2950;-0.065;-0.65;-0.673;0.938
4.3030;-0.032;-0.79;-0.791;1.118
4.3130;-0.062;-0.817;-0.748;1.109
4.3230;-0.093;-0.759;-0.646;1.001
4.3330;-0.03;-0.759;-0.466;0.891
4.3430;0.155;-0.725;-0.333;0.813
4.3530;0.304;-0.704;-0.246;0.805
4.3630;0.345;-0.764;-0.19;0.86
4.3900;0.368;-0.798;-0.348;0.945
4.3910;0.368;-0.798;-0.348;0.945
4.3930;0.322;-0.651;-0.219;0.759
4.4030;0.243;-0.647;-0.282;0.746
4.4130;0.023;-0.959;-0.232;0.987
4.4230;-0.145;-1.179;-0.181;1.202
4.4330;-0.403;-1.383;-0.687;1.596
4.4430;-0.462;-1.364;-1.023;1.766
4.4530;-0.17;-1.165;-0.837;1.445
4.4630;0.053;-1.005;-0.604;1.174
4.4730;0.008;-0.929;-0.477;1.044
4.4930;-0.217;-1.013;-0.229;1.061
4.4940;-0.217;-1.013;-0.229;1.061
4.5030;-0.206;-1.068;-0.455;1.179
4.5150;-0.173;-1.071;-0.646;1.263
4.5220;-0.113;-0.947;-0.723;1.197
4.5330;-0.096;-0.804;-0.762;1.112
4.5430;-0.095;-0.7;-0.7;0.994
4.5530;-0.093;-0.639;-0.815;1.04
4.5630;-0.021;-0.525;-1.148;1.263
4.5910;0.062;-0.239;-1.44;1.461
4.5920;-0.053;-0.213;-1.332;1.35
4.5930;-0.053;-0.213;-1.332;1.35
4.6030;-0.126;-0.255;-1.187;1.221
4.6120;-0.143;-0.421;-1.022;1.115
4.6220;-0.152;-0.594;-0.812;1.017
4.6320;-0.128;-0.711;-0.696;1.003
4.6420;-0.088;-0.738;-0.689;1.013
4.6530;-0.057;-0.742;-0.699;1.021
4.6630;-0.032;-0.725;-0.698;1.007
4.6720;-0.019;-0.68;-0.741;1.006
4.6920;0.021;-0.577;-0.87;1.044
4.6930;0.021;-0.577;-0.87;1.044
4.7020;-0.017;-0.603;-0.909;1.091
4.7150;-0.054;-0.596;-0.892;1.074
4.7220;-0.09;-0.581;-0.881;1.059
4.7320;-0.108;-0.507;-0.873;1.015
4.7420;-0.166;-0.332;-0.817;0.897
4.7520;-0.216;-0.201;-0.733;0.79
4.7620;-0.252;-0.17;-0.776;0.833
4.7910;-0.16;-0.373;-0.838;0.931
4.7920;-0.16;-0.373;-0.838;0.931
4.7940;-0.16;-0.373;-0.838;0.931
4.8020;-0.136;-0.436;-0.804;0.925
4.8120;-0.108;-0.491;-0.78;0.928
4.8220;-0.095;-0.553;-0.797;0.975
4.8320;-0.075;-0.634;-0.812;1.033
4.8420;-0.033;-0.698;-0.836;1.09
4.8520;-0.007;-0.769;-0.875;1.165
4.8620;0.005;-0.814;-0.875;1.195
4.8750;0.002;-0.823;-0.87;1.198
4.8910;-0.074;-0.684;-0.831;1.079
4.8930;-0.074;-0.684;-0.831;1.079
4.9150;-0.124;-0.543;-0.826;0.996
4.9160;-0.124;-0.543;-0.826;0.996
4.9210;-0.126;-0.526;-0.825;0.986
4.9320;-0.11;-0.518;-0.835;0.989
4.9420;-0.092;-0.521;-0.851;1.002
4.9510;-0.076;-0.524;-0.848;1.0
4.9620;-0.074;-0.522;-0.841;0.993
4.9900;-0.09;-0.532;-0.807;0.971
4.9910;-0.09;-0.532;-0.807;0.971
4.9930;-0.09;-0.532;-0.807;0.971
5.0010;-0.103;-0.54;-0.809;0.978
5.0110;-0.111;-0.567;-0.809;0.994
5.0210;-0.124;-0.603;-0.816;1.022
5.0310;-0.125;-0.618;-0.814;1.03
5.0420;-0.116;-0.635;-0.819;1.043
5.0520;-0.115;-0.649;-0.819;1.051
5.0620;-0.111;-0.64;-0.807;1.036
5.0710;-0.121;-0.612;-0.809;1.022
5.0910;-0.115;-0.563;-0.826;1.006
5.0930;-0.115;-0.563;-0.826;1.006
5.1140;-0.129;-0.581;-0.795;0.993
5.1150;-0.129;-0.581;-0.795;0.993
5.1210;-0.12;-0.592;-0.825;1.022
5.1310;-0.131;-0.58;-0.817;1.01
5.1410;-0.108;-0.581;-0.809;1.002
5.1510;-0.089;-0.565;-0.809;0.991
5.1610;-0.077;-0.544;-0.829;0.995
5.1890;-0.075;-0.512;-0.885;1.025
5.1900;-0.084;-0.524;-0.881;1.028
5.1920;-0.084;-0.524;-0.881;1.028
5.2010;-0.089;-0.566;-0.841;1.018
5.2110;-0.08;-0.493;-0.832;0.97
5.2210;-0.179;-0.366;-0.753;0.856
5.2310;-0.144;-0.67;-0.719;0.993
5.2410;-0.078;-0.56;-0.863;1.032
5.2510;-0.129;-0.403;-0.909;1.003
5.2610;-0.131;-0.337;-0.93;0.998
5.2880;-0.078;-0.188;-0.856;0.88
5.2890;-0.078;-0.188;-0.856;0.88
5.2910;-0.139;-0.141;-0.838;0.861
5.3010;-0.187;-0.179;-0.816;0.856
5.3110;-0.203;-0.193;-0.756;0.806
5.3200;-0.212;-0.187;-0.811;0.859
5.3300;-0.188;-0.512;-0.897;1.05
5.3400;-0.182;-0.861;-0.82;1.203
5.3510;-0.124;-0.994;-0.732;1.241
5.3610;-0.068;-1.011;-0.624;1.19
5.3870;0.023;-0.858;-0.667;1.087
5.3880;0.023;-0.858;-0.667;1.087
5.3900;0.055;-0.856;-0.733;1.128
5.4000;0.15;-0.907;-0.679;1.143
5.4100;0.166;-0.947;-0.655;1.163
5.4200;0.132;-0.929;-0.653;1.143
5.4300;0.184;-0.937;-0.746;1.212
5.4400;0.217;-0.875;-0.844;1.235
5.4510;0.15;-0.808;-0.878;1.203
5.4610;0.137;-0.884;-0.891;1.263
5.4890;0.009;-0.786;-0.871;1.173
5.4900;0.009;-0.786;-0.871;1.173
5.4920;0.009;-0.786;-0.871;1.173
5.5000;-0.222;-0.548;-0.735;0.943
5.5100;-0.262;-0.304;-0.649;0.763
5.5200;-0.303;-0.14;-0.663;0.742
5.5300;-0.304;-0.076;-0.763;0.825
5.5400;-0.263;-0.156;-0.882;0.934
5.5500;-0.182;-0.37;-0.921;1.009
5.5600;-0.101;-0.532;-0.925;1.072
5.5870;-0.052;-0.662;-0.799;1.039
5.5880;-0.052;-0.662;-0.799;1.039
5.5900;-0.052;-0.677;-0.733;0.999
5.6000;-0.075;-0.672;-0.72;0.988
5.6100;-0.07;-0.64;-0.746;0.985
5.6200;-0.065;-0.61;-0.782;0.994
5.6300;-0.081;-0.571;-0.816;0.999
5.6400;-0.089;-0.549;-0.849;1.015
5.6500;-0.093;-0.556;-0.854;1.023
5.6600;-0.092;-0.561;-0.832;1.008
5.6890;-0.063;-0.632;-0.791;1.014
5.6900;-0.063;-0.632;-0.791;1.014
5.6910;-0.063;-0.632;-0.791;1.014
5.7000;-0.066;-0.63;-0.788;1.011
5.7100;-0.07;-0.62;-0.795;1.011
5.7190;-0.073;-0.598;-0.804;1.005
5.7290;-0.075;-0.587;-0.809;1.002
5.7390;-0.075;-0.59;-0.815;1.009
5.7500;-0.078;-0.592;-0.81;1.006
5.7600;-0.073;-0.593;-0.812;1.008
5.7860;-0.089;-0.577;-0.797;0.988
5.7870;-0.089;-0.577;-0.797;0.988
5.7890;-0.05;-0.597;-0.789;0.991
5.7990;-0.04;-0.604;-0.777;0.985
5.8090;-0.055;-0.625;-0.844;1.052
5.8190;-0.059;-0.635;-0.809;1.03
5.8290;-0.105;-0.591;-0.771;0.977
5.8400;-0.094;-0.576;-0.812;1.0
5.8490;-0.074;-0.596;-0.871;1.058
5.8600;-0.077;-0.601;-0.843;1.038
