time;gFx;gFy;gFz;tgF
1.3540;-0.053;-1.071;-0.33;1.122
1.3640;-0.027;-1.042;-0.315;1.089
1.3740;0.021;-1.089;-0.337;1.14
1.3990;-0.03;-0.967;-0.286;1.009
1.4000;-0.03;-0.967;-0.286;1.009
1.4030;-0.058;-0.852;-0.228;0.884
1.4130;-0.08;-0.832;-0.115;0.844
1.4230;-0.098;-0.884;-0.086;0.894
1.4330;-0.099;-0.927;-0.15;0.944
1.4440;-0.09;-0.987;-0.171;1.006
1.4540;-0.074;-1.032;-0.157;1.046
1.4630;-0.061;-1.024;-0.159;1.038
1.4730;-0.062;-1.006;-0.174;1.023
1.4990;-0.063;-0.991;-0.192;1.011
1.5000;-0.063;-0.991;-0.192;1.011
1.5030;-0.066;-0.99;-0.225;1.017
1.5130;-0.066;-0.982;-0.228;1.01
1.5230;-0.072;-0.968;-0.216;0.994
1.5340;-0.071;-0.97;-0.239;1.002
1.5430;-0.058;-0.984;-0.256;1.018
1.5540;-0.054;-0.965;-0.241;0.996
1.5630;-0.062;-0.964;-0.205;0.988
1.5740;-0.069;-0.969;-0.229;0.998
1.6000;-0.053;-0.998;-0.187;1.017
1.6010;-0.053;-0.998;-0.187;1.017
1.6030;-0.067;-0.96;-0.202;0.983
1.6130;-0.079;-0.94;-0.219;0.968
1.6230;-0.059;-1.004;-0.194;1.024
1.6330;-0.049;-0.985;-0.231;1.013
1.6430;-0.05;-0.98;-0.23;1.008
1.6530;-0.068;-0.959;-0.217;0.986
1.6630;-0.07;-0.967;-0.205;0.991
1.6730;-0.066;-0.98;-0.222;1.007
1.6980;-0.058;-1.009;-0.217;1.034
1.6990;-0.058;-1.009;-0.217;1.034
1.7020;-0.061;-1.006;-0.207;1.029
1.7120;-0.06;-1.006;-0.207;1.029
1.7230;-0.054;-1.015;-0.209;1.038
1.7320;-0.042;-1.03;-0.212;1.052
1.7430;-0.025;-0.984;-0.232;1.011
1.7520;-0.066;-0.924;-0.238;0.956
1.7630;-0.039;-0.979;-0.212;1.002
1.7730;-0.02;-0.971;-0.262;1.006
1.7980;-0.068;-0.949;-0.238;0.981
1.7990;-0.068;-0.949;-0.238;0.981
1.8020;-0.052;-0.963;-0.231;0.992
1.8120;-0.1;-0.945;-0.249;0.982
1.8220;-0.104;-0.924;-0.226;0.957
1.8320;-0.087;-0.961;-0.198;0.985
1.8430;-0.171;-0.942;-0.202;0.978
