time,gFx,gFy,gFz,tgF
11.05,-0.227,-0.753,0.112,0.795
11.10,0.114,-1.104,0.105,1.115
11.15,0.099,-0.937,0.186,0.96
11.20,0.078,-0.918,-0.039,0.922
11.25,-0.132,-0.986,0.034,0.996
11.30,-0.192,-0.93,-0.046,0.951
11.35,-0.03,-1.047,0.053,1.049
11.40,0.1,-1.05,-0.046,1.056
11.45,0.023,-1.121,0.073,1.123
11.50,0.174,-1.137,0.076,1.152
11.55,0.128,-1.111,0.334,1.167
11.60,0.35,-1.293,0.147,1.348
11.65,-0.783,-1.263,-0.251,1.507
11.70,-0.264,-1.379,-0.299,1.436
11.75,-0.355,-1.04,0.151,1.109
11.80,-0.303,-0.957,0.114,1.01
11.85,0.058,-0.823,0.021,0.826
11.90,-0.227,-0.752,0.031,0.786
11.95,-0.235,-0.726,0.319,0.827
12.00,-0.064,-0.647,0.494,0.816
12.05,-0.046,-0.681,0.36,0.772
12.10,0.011,-0.686,0.354,0.772
12.15,-0.114,-1.052,0.834,1.347
12.20,-0.154,-1.139,1.014,1.532
12.25,-0.169,-0.533,0.231,0.605
12.30,-0.995,-1.842,0.186,2.102
12.35,-0.017,-0.315,-0.751,0.815
12.40,-0.068,-0.661,0.064,0.668
12.45,0.037,-1.364,-0.014,1.365
12.50,-0.217,-0.679,0.083,0.717
12.55,-0.225,-0.894,0.045,0.923
12.60,0.228,-1.004,0.07,1.032
12.65,0.092,-0.948,0.029,0.953
12.70,-0.081,-1.013,0.156,1.028
12.75,-0.141,-0.98,-0.055,0.991
12.80,-0.119,-0.906,-0.096,0.919
12.85,-0.099,-1.056,0.006,1.06
12.90,0.088,-1.164,0.079,1.17
12.95,0.26,-1.084,0.04,1.115
13.00,-0.031,-1.235,0.196,1.251
13.05,0.117,-1.247,0.252,1.278
13.10,-0.492,-1.11,-0.199,1.23
13.15,-0.311,-1.521,-0.153,1.56
13.20,-0.135,-0.899,0.195,0.929
13.25,0.036,-0.981,0.038,0.982
13.30,-0.044,-0.916,0.051,0.918
13.35,-0.383,-0.684,0.066,0.787
13.40,-0.16,-0.72,0.119,0.747
13.45,-0.116,-0.456,0.353,0.588
13.50,-0.054,-0.707,0.451,0.84
13.55,0.078,-0.921,0.795,1.219
13.60,-0.039,-1.217,1.134,1.664
13.65,-0.067,-0.452,0.288,0.54
13.70,-0.888,-1.948,0.191,2.149
13.75,-0.42,0.228,-1.084,1.184
13.80,0.294,-1.482,-0.389,1.56
13.85,0.534,-1.493,0.429,1.642
13.90,-0.509,-0.698,0.036,0.865
13.95,-0.177,-1.027,0.092,1.046
14.00,0.217,-0.923,0.13,0.957
14.05,0.089,-0.98,0.017,0.984
14.10,-0.289,-0.933,0.105,0.983
14.15,-0.168,-1.001,-0.055,1.016
14.20,-0.014,-1.077,0.002,1.077
14.25,0.09,-1.052,-0.075,1.058
14.30,-0.022,-1.124,0.083,1.127
14.35,0.107,-1.072,0.089,1.081
14.40,0.446,-1.365,0.002,1.436
14.45,0.141,-1.331,0.165,1.349
14.50,-0.618,-1.276,-0.411,1.477
14.55,-0.057,-1.352,-0.061,1.355
14.60,-0.326,-1.055,0.079,1.107
14.65,-0.084,-0.924,-0.013,0.928
14.70,-0.167,-0.728,-0.032,0.748
14.75,-0.293,-0.671,-0.051,0.735
14.80,-0.105,-0.707,0.29,0.771
14.85,-0.106,-0.712,0.547,0.904
14.90,-0.12,-0.819,0.44,0.938
14.95,0.05,-0.919,0.616,1.107
15.00,0.044,-1.01,0.805,1.293
15.05,-0.185,-0.732,0.632,0.985
15.10,-0.137,-0.477,0.452,0.672
15.15,-1.079,-2.163,0.221,2.427
15.20,0.434,-1.214,-0.439,1.362
15.25,-0.688,0.301,0.019,0.751
15.30,0.047,-1.882,-0.061,1.884
15.35,0.04,-0.762,0.187,0.785
15.40,-0.251,-0.862,-0.002,0.898
15.45,0.028,-1.111,0.03,1.111
15.50,0.151,-0.941,0.005,0.954
15.55,-0.072,-0.989,0.012,0.992
15.60,-0.193,-0.989,0.044,1.009
15.65,-0.116,-0.936,-0.095,0.948
15.70,-0.06,-1.024,-0.154,1.038
15.75,-0.059,-1.067,-0.06,1.07
15.80,0.024,-1.153,-0.0,1.153
15.85,0.147,-1.133,0.046,1.144
15.90,0.052,-1.153,0.188,1.17
15.95,0.357,-1.263,0.09,1.315
16.00,-0.786,-1.189,-0.178,1.437
16.05,-0.418,-1.289,-0.304,1.389
16.10,-0.187,-0.962,0.143,0.99
16.15,-0.14,-1.022,0.116,1.038
16.20,0.012,-0.985,0.004,0.985
16.25,-0.298,-0.811,0.067,0.867
16.30,-0.215,-0.802,0.085,0.835
16.35,-0.199,-0.667,0.285,0.752
16.40,-0.04,-0.713,0.489,0.865
16.45,-0.116,-0.703,0.227,0.748
16.50,0.045,-0.792,0.416,0.895
16.55,0.031,-1.149,1.014,1.532
16.60,-0.017,-0.924,0.861,1.263
16.65,-0.493,-0.885,0.079,1.016
16.70,-0.932,-2.401,0.912,2.732
16.75,-0.484,0.201,-0.29,0.599
16.80,0.366,-1.346,-0.191,1.408
16.85,0.191,-0.96,0.182,0.995
16.90,-0.462,-0.641,0.017,0.791
16.95,0.036,-1.12,0.009,1.121
17.00,0.236,-0.941,0.061,0.973
17.05,0.017,-0.977,0.089,0.981
17.10,-0.124,-0.943,-0.045,0.952
17.15,-0.165,-0.931,-0.022,0.946
17.20,0.006,-1.003,-0.132,1.011
17.25,0.006,-1.153,0.085,1.156
17.30,0.144,-1.114,-0.078,1.126
17.35,-0.074,-1.118,0.19,1.137
17.40,0.38,-1.324,0.187,1.39
17.45,-0.046,-1.244,0.108,1.25
17.50,-0.515,-1.009,-0.223,1.154
17.55,-0.255,-1.37,-0.004,1.394
17.60,-0.29,-1.008,0.104,1.054
17.65,0.199,-0.999,0.078,1.022
17.70,-0.154,-0.908,0.033,0.922
17.75,-0.375,-0.658,-0.026,0.757
17.80,-0.198,-0.716,0.126,0.754
17.85,-0.158,-0.485,0.314,0.6
17.90,-0.08,-0.626,0.411,0.753
17.95,0.254,-1.079,1.07,1.54
18.00,0.024,-1.13,0.923,1.459
18.05,-0.651,-0.794,0.289,1.066
18.10,-0.77,-1.97,0.307,2.137
18.15,-0.488,0.27,-0.515,0.759
18.20,0.37,-1.07,-0.567,1.267
18.25,0.274,-1.135,0.433,1.246
18.30,-0.577,-0.65,-0.045,0.871
18.35,0.017,-1.009,-0.016,1.009
18.40,0.29,-0.973,0.091,1.019
18.45,0.017,-0.961,-0.057,0.963
18.50,-0.333,-0.981,0.182,1.051
18.55,-0.057,-0.952,-0.076,0.957
18.60,0.056,-1.085,-0.027,1.086
18.65,0.037,-1.125,0.085,1.129
18.70,0.08,-1.128,0.028,1.131
18.75,0.094,-1.245,0.19,1.263
18.80,0.228,-1.319,0.355,1.385
18.85,-0.038,-1.141,-0.012,1.141
18.90,-0.441,-1.448,-0.355,1.555
18.95,-0.157,-1.232,0.208,1.259
19.00,-0.039,-0.963,0.131,0.973
19.05,-0.056,-0.885,0.008,0.886
19.10,-0.265,-0.705,0.077,0.758
19.15,-0.286,-0.697,0.03,0.754
19.20,-0.134,-0.592,0.386,0.719
19.25,-0.016,-0.747,0.545,0.925
19.30,-0.064,-0.807,0.565,0.987
19.35,0.124,-1.043,1.009,1.456
19.40,0.0,-0.75,0.828,1.117
19.45,-0.626,-0.821,-0.249,1.062
19.50,0.285,-1.577,0.643,1.727
19.55,-0.474,0.094,-0.32,0.58
19.60,0.24,-1.653,-0.024,1.671
19.65,-0.221,-0.846,0.329,0.934
19.70,-0.357,-0.874,0.044,0.945
19.75,0.197,-1.036,0.047,1.056
19.80,0.103,-1.004,0.051,1.011
19.85,-0.083,-0.886,0.03,0.891
19.90,-0.13,-0.942,-0.042,0.952
19.95,-0.119,-0.962,-0.052,0.97
20.00,0.003,-1.117,0.027,1.117
20.05,0.104,-1.12,0.014,1.125
20.10,-0.011,-1.093,0.166,1.106
20.15,0.286,-1.398,0.207,1.442
20.20,0.029,-1.27,0.151,1.279
20.25,-0.448,-1.149,-0.335,1.278
20.30,-0.243,-1.425,0.045,1.446
20.35,-0.309,-1.021,0.036,1.068
20.40,0.137,-0.967,0.063,0.979
20.45,-0.098,-0.877,0.118,0.89
20.50,-0.329,-0.694,0.003,0.768
20.55,-0.109,-0.675,0.129,0.696
20.60,-0.179,-0.531,0.321,0.646
20.65,-0.071,-0.654,0.315,0.729
20.70,-0.043,-0.801,0.614,1.011
20.75,0.222,-1.174,1.295,1.762
20.80,-0.05,-0.818,0.867,1.194
20.85,-0.635,-0.843,0.189,1.072
20.90,0.123,-1.63,0.761,1.803
20.95,-0.871,0.11,-0.248,0.912
21.00,0.367,-1.624,-0.109,1.668
21.05,0.273,-1.031,0.258,1.097
21.10,-0.515,-0.69,0.041,0.862
21.15,-0.072,-1.051,0.004,1.053
21.20,0.229,-0.956,0.029,0.983
21.25,0.097,-1.009,-0.023,1.014
21.30,-0.175,-0.969,0.067,0.987
21.35,-0.201,-0.926,-0.039,0.948
21.40,-0.051,-1.106,0.046,1.108
21.45,0.122,-1.091,0.019,1.098
21.50,0.119,-1.179,0.001,1.185
21.55,-0.007,-1.141,0.232,1.164
21.60,0.277,-1.339,0.282,1.397
21.65,-0.086,-1.256,0.067,1.261
21.70,-0.522,-1.039,-0.214,1.182
21.75,-0.272,-1.275,0.079,1.306
21.80,-0.228,-0.957,0.094,0.988
21.85,0.243,-0.964,0.021,0.995
21.90,-0.298,-0.756,0.038,0.813
21.95,-0.361,-0.611,-0.002,0.709
22.00,-0.226,-0.597,0.069,0.642
22.05,-0.097,-0.507,0.321,0.608
22.10,-0.045,-0.765,0.596,0.971
22.15,0.29,-1.341,1.024,1.712
22.20,-0.021,-1.021,0.953,1.397
22.25,-0.225,-0.446,0.418,0.652
22.30,-0.632,-2.071,-0.12,2.169
22.35,-0.494,-0.523,-0.92,1.168
22.40,0.565,-1.145,-0.7,1.456
22.45,0.451,-1.697,0.141,1.762
22.50,-0.495,-0.639,-0.085,0.813
22.55,-0.38,-0.957,-0.005,1.029
22.60,0.095,-1.041,0.074,1.048
22.65,0.129,-0.986,-0.041,0.995
22.70,-0.201,-0.941,0.084,0.965
22.75,-0.148,-0.977,-0.051,0.99
22.80,-0.128,-0.958,-0.025,0.966
22.85,0.14,-1.2,0.039,1.209
22.90,0.149,-1.139,0.06,1.15
22.95,-0.155,-1.175,0.19,1.2
23.00,0.205,-1.413,0.136,1.434
23.05,-0.432,-1.095,0.053,1.179
23.10,-0.341,-1.19,-0.281,1.269
23.15,-0.262,-1.432,0.034,1.456
23.20,-0.09,-1.005,0.046,1.01
23.25,0.114,-1.014,0.073,1.023
23.30,-0.216,-0.785,0.018,0.814
23.35,-0.315,-0.631,-0.003,0.705
23.40,-0.233,-0.623,0.188,0.691
23.45,-0.122,-0.549,0.332,0.653
23.50,-0.054,-0.791,0.579,0.982
23.55,0.278,-1.263,1.096,1.695
23.60,-0.058,-1.036,1.06,1.483
23.65,-0.366,-0.48,-0.103,0.612
23.70,-1.218,-2.061,0.084,2.395
23.75,-0.701,0.097,-0.18,0.73
23.80,0.444,-1.024,-0.718,1.327
23.85,0.272,-1.305,0.449,1.406
23.90,-0.538,-0.659,0.015,0.851
23.95,-0.012,-1.039,0.011,1.04
24.00,0.269,-0.953,0.09,0.995
24.05,-0.044,-0.936,-0.016,0.937
24.10,-0.195,-0.934,-0.011,0.954
24.15,-0.115,-0.944,0.025,0.952
24.20,0.038,-1.235,0.089,1.239
24.25,0.17,-1.134,-0.01,1.147
24.30,0.068,-1.158,0.135,1.167
24.35,0.202,-1.326,0.199,1.356
24.40,0.239,-1.292,0.182,1.326
24.45,-0.462,-1.176,-0.28,1.294
24.50,-0.482,-1.57,-0.177,1.651
24.55,-0.108,-0.865,-0.019,0.872
24.60,0.096,-0.98,0.076,0.988
24.65,-0.243,-0.801,0.127,0.847
24.70,-0.465,-0.613,-0.028,0.77
24.75,-0.211,-0.624,0.147,0.675
24.80,-0.091,-0.607,0.335,0.699
24.85,-0.052,-0.72,0.546,0.905
24.90,0.191,-1.203,0.967,1.555
24.95,0.012,-1.11,1.069,1.541
25.00,-0.343,-0.523,0.268,0.68
25.05,-0.643,-1.776,0.067,1.89
25.10,-0.71,0.085,-0.817,1.085
25.15,0.089,-0.651,-0.75,0.998
25.20,0.457,-1.839,-0.129,1.9
25.25,-0.422,-0.653,-0.039,0.778
25.30,-0.419,-0.892,0.038,0.987
25.35,0.254,-0.967,0.077,1.003
25.40,0.139,-0.999,0.019,1.009
25.45,-0.143,-0.931,0.047,0.943
25.50,-0.19,-0.956,-0.008,0.975
25.55,-0.08,-0.973,-0.045,0.977
25.60,0.106,-1.17,0.093,1.179
25.65,0.168,-1.151,0.005,1.163
25.70,-0.036,-1.157,0.174,1.171
25.75,0.239,-1.298,0.234,1.34
25.80,0.044,-1.214,0.221,1.235
25.85,-0.474,-1.097,-0.315,1.235
25.90,-0.391,-1.426,-0.084,1.481
25.95,-0.188,-1.02,0.096,1.042
26.00,0.199,-1.009,0.079,1.031
26.05,-0.131,-0.879,0.06,0.891
26.10,-0.392,-0.606,0.02,0.722
26.15,-0.258,-0.657,0.016,0.706
26.20,-0.203,-0.606,0.343,0.725
26.25,-0.093,-0.653,0.475,0.813
26.30,0.034,-0.82,0.631,1.036
26.35,0.134,-1.231,1.007,1.596
26.40,-0.144,-0.734,0.71,1.031
26.45,-0.991,-1.812,0.415,2.106
26.50,0.085,-0.89,-0.311,0.947
26.55,-0.622,-0.208,-0.247,0.701
26.60,0.353,-1.567,0.146,1.613
26.65,-0.076,-0.874,0.004,0.877
26.70,-0.363,-0.949,0.198,1.035
26.75,0.008,-1.065,0.09,1.068
26.80,0.174,-0.914,0.134,0.94
26.85,0.071,-0.961,0.059,0.965
26.90,-0.214,-0.989,0.142,1.022
26.95,-0.153,-0.944,-0.107,0.962
27.00,-0.009,-1.021,-0.053,1.023
27.05,0.015,-0.953,-0.039,0.954
27.10,-0.078,-1.021,0.06,1.026
27.15,-0.013,-1.048,0.012,1.048
27.20,-0.026,-1.057,0.039,1.058
27.25,0.01,-1.003,0.209,1.025
27.30,0.32,-1.312,-0.063,1.352
27.35,-0.382,-1.299,-0.064,1.355
27.40,-0.91,-1.203,-0.395,1.559
27.45,0.015,-1.038,0.228,1.063
27.50,-0.063,-1.019,-0.151,1.032
27.55,-0.091,-0.862,0.035,0.867
27.60,-0.388,-0.79,-0.065,0.882
27.65,-0.338,-0.697,0.176,0.794
27.70,-0.066,-0.779,0.028,0.783
27.75,-0.032,-0.944,0.143,0.955
27.80,-0.702,-1.261,0.541,1.542
27.85,-0.172,-0.658,-0.114,0.69
27.90,-0.222,-1.266,-0.128,1.292
27.95,0.11,-0.905,0.467,1.024
28.00,-0.355,-0.977,-0.077,1.042
28.05,-0.146,-0.916,0.071,0.93
28.10,-0.136,-0.968,-0.26,1.012
28.15,-0.116,-0.896,-0.15,0.916
28.20,-0.205,-0.976,-0.017,0.998
28.25,-0.435,-1.383,0.244,1.47
28.30,-0.09,-1.051,0.258,1.086
28.35,0.01,-0.858,-0.396,0.945
28.40,-0.235,-0.916,-0.157,0.958
28.45,-0.31,-0.991,0.018,1.038
28.50,-0.195,-1.023,-0.085,1.044
28.55,-0.134,-1.054,0.056,1.064
28.60,-0.205,-0.953,-0.134,0.984
28.65,-0.216,-0.964,-0.01,0.988
28.70,-0.226,-0.965,-0.125,0.999
28.75,-0.189,-0.96,-0.044,0.98
28.80,-0.191,-1.009,-0.019,1.027
28.85,-0.178,-1.028,-0.013,1.043
28.90,-0.186,-0.961,-0.062,0.98
28.95,-0.167,-0.983,-0.051,0.998
29.00,-0.175,-0.966,-0.06,0.984
29.05,-0.164,-0.981,-0.049,0.995
29.10,-0.186,-0.992,-0.046,1.011
29.15,-0.144,-0.982,-0.063,0.994
29.20,-0.167,-1.004,-0.021,1.018
29.25,-0.228,-0.989,0.101,1.02
29.30,-0.107,-1.023,-0.099,1.033
29.35,-0.14,-0.972,-0.007,0.982
29.40,-0.165,-0.984,-0.084,1.001
29.45,-0.164,-0.989,-0.034,1.003
29.50,-0.139,-0.988,-0.059,1.0
29.55,-0.145,-0.98,-0.045,0.992
29.60,-0.153,-0.986,-0.048,0.999
29.65,-0.146,-0.991,-0.052,1.003
29.70,-0.156,-0.996,-0.052,1.009
29.75,-0.167,-0.993,-0.028,1.008
29.80,-0.161,-0.986,-0.042,1.0
29.85,-0.175,-0.981,-0.039,0.997
29.90,-0.172,-0.98,-0.066,0.997
29.95,-0.149,-0.986,-0.086,1.001
30.00,-0.167,-0.991,-0.094,1.01
30.05,-0.214,-0.98,-0.061,1.005
30.10,-0.174,-0.977,-0.047,0.993
30.15,-0.179,-0.974,-0.044,0.992
30.20,-0.189,-0.987,-0.074,1.007
30.25,-0.182,-0.997,-0.084,1.017
30.30,-0.188,-0.983,-0.065,1.003
30.35,-0.193,-0.973,-0.07,0.994
30.40,-0.168,-0.977,-0.055,0.993
30.45,-0.165,-0.986,-0.055,1.001
30.50,-0.157,-0.985,-0.058,0.999
30.55,-0.147,-0.988,-0.067,1.001
30.60,-0.186,-0.98,-0.092,1.002
30.65,-0.196,-0.976,-0.076,0.998
30.70,-0.291,-0.906,-0.148,0.963
30.75,-0.193,-1.039,-0.098,1.061
30.80,-0.183,-0.967,-0.061,0.986
30.85,-0.159,-1.025,-0.056,1.039
30.90,-0.142,-0.973,-0.063,0.985
30.95,-0.173,-1.03,-0.109,1.05
31.00,-0.186,-0.973,-0.084,0.994
31.05,-0.195,-0.948,-0.07,0.97
31.10,-0.178,-0.905,-0.091,0.927
31.15,-0.209,-0.992,-0.087,1.018
31.20,-0.189,-1.063,-0.035,1.081
31.25,-0.241,-1.04,-0.1,1.073
31.30,-0.16,-0.874,-0.09,0.893
31.35,0.013,-0.982,-0.098,0.987
31.40,-0.494,-1.08,-0.073,1.189
31.45,-0.282,-0.972,0.031,1.012
31.50,-0.084,-1.037,-0.196,1.059
31.55,-0.388,-0.923,0.009,1.002
31.60,-0.286,-0.967,-0.375,1.076
31.65,0.031,-1.006,-0.057,1.008
31.70,-0.332,-0.938,0.021,0.996
31.75,-0.373,-0.955,-0.111,1.031
