time,gFx,gFy,gFz,tgF
6.35,0.399,-0.895,-0.111,0.986
6.4,0.382,-0.908,-0.117,0.992
6.45,0.416,-0.9,-0.113,0.998
6.5,0.415,-0.897,-0.126,0.996
6.55,0.427,-0.9,-0.128,1.004
6.6,0.449,-0.885,-0.139,1.003
6.65,0.436,-0.886,-0.13,0.996
6.7,0.436,-0.894,-0.125,1.003
6.75,0.439,-0.895,-0.125,1.005
6.8,0.433,-0.9,-0.121,1.006
6.85,0.436,-0.904,-0.094,1.008
6.9,0.42,-0.898,-0.111,0.997
6.95,0.388,-0.897,-0.074,0.981
7.0,0.406,-0.898,-0.083,0.99
7.05,0.425,-0.905,-0.079,1.003
7.1,0.438,-0.892,-0.094,0.998
7.15,0.44,-0.908,-0.073,1.012
7.2,0.422,-0.909,-0.066,1.005
7.25,0.398,-0.93,-0.019,1.011
7.3,0.389,-0.943,-0.013,1.02
7.35,0.399,-0.884,0.017,0.97
7.4,0.356,-0.895,0.011,0.964
7.45,0.367,-0.922,0.033,0.993
7.5,0.376,-0.906,0.042,0.982
7.55,0.398,-0.909,0.035,0.993
7.6,0.367,-0.928,0.022,0.998
7.65,0.36,-0.929,0.028,0.997
7.7,0.371,-0.891,0.05,0.967
7.75,0.354,-0.917,0.047,0.984
7.8,0.34,-0.92,0.058,0.982
7.85,0.366,-0.908,0.07,0.981
7.9,0.374,-0.932,0.068,1.007
7.95,0.369,-0.916,0.058,0.989
8.0,0.369,-0.924,0.081,0.998
8.05,0.384,-0.905,0.064,0.985
8.1,0.388,-0.91,0.062,0.991
8.15,0.395,-0.913,0.073,0.998
8.2,0.407,-0.898,0.061,0.988
8.25,0.405,-0.904,0.061,0.992
8.3,0.376,-0.902,0.076,0.98
8.35,0.407,-0.916,0.075,1.005
8.4,0.374,-0.927,0.092,1.004
8.45,0.363,-0.907,0.115,0.983
8.5,0.405,-0.887,0.099,0.98
8.55,0.35,-0.913,0.297,1.022
8.6,0.359,-0.93,0.114,1.004
8.65,0.338,-0.927,0.319,1.037
8.7,0.319,-0.94,0.344,1.051
8.75,0.333,-0.985,0.285,1.078
8.8,0.303,-0.91,0.325,1.013
8.85,0.254,-0.947,0.364,1.046
8.9,0.307,-0.893,0.322,0.998
8.95,0.282,-0.837,0.396,0.968
9.0,0.245,-0.847,0.46,0.994
9.05,0.236,-0.827,0.498,0.994
9.1,0.174,-0.802,0.531,0.977
9.15,0.18,-0.789,0.549,0.978
9.2,0.296,-0.734,0.542,0.959
9.25,0.295,-0.653,0.659,0.974
9.3,0.248,-0.58,0.541,0.831
9.35,0.283,-0.563,0.6,0.87
9.4,0.328,-0.47,0.555,0.798
9.45,0.314,-0.497,0.679,0.898
9.5,0.317,-0.544,0.737,0.969
9.55,0.46,-0.469,0.692,0.954
9.6,0.512,-0.391,0.819,1.042
9.65,0.923,-0.851,1.464,1.929
9.7,0.113,0.297,0.618,0.695
9.75,0.729,-0.005,0.381,0.822
9.8,0.398,-0.258,-0.162,0.501
9.85,0.198,-0.768,0.396,0.886
9.9,0.518,-0.756,0.223,0.943
9.95,0.358,-0.476,-0.068,0.6
10.0,0.205,-1.32,-0.274,1.364
10.05,0.329,-2.99,-0.014,3.008
10.1,0.418,-1.658,1.972,2.61
10.15,-0.099,-0.636,0.789,1.018
10.2,-1.192,-0.467,-0.262,1.306
10.25,0.083,-0.808,0.848,1.175
10.3,1.023,-3.889,0.862,4.113
10.35,0.379,-2.533,-0.058,2.561
10.4,0.327,1.759,-1.067,2.083
10.45,-0.031,0.505,-0.287,0.582
10.5,0.32,-0.025,-0.327,0.458
10.55,0.774,-0.314,-1.377,1.61
10.6,0.045,-1.423,-1.487,2.058
10.65,-0.147,-0.516,-0.752,0.924
10.7,0.148,-5.082,-0.967,5.175
10.75,1.793,-3.311,2.468,4.502
10.8,0.133,-1.144,2.482,2.736
10.85,-1.332,-0.278,0.574,1.477
10.9,0.424,-1.413,0.315,1.509
10.95,-0.16,-6.137,-0.56,6.164
11.0,0.04,2.765,-3.706,4.624
11.05,1.799,-0.153,-2.194,2.842
11.1,-0.272,-1.193,1.584,2.002
11.15,-0.738,-0.526,-4.33,4.424
11.2,2.236,-1.338,0.53,2.659
11.25,-1.192,-4.081,-2.408,4.886
11.3,-0.438,-3.055,1.188,3.307
11.35,-1.584,-0.919,-0.511,1.902
11.4,-1.149,0.31,0.021,1.19
11.45,-0.068,-3.886,3.837,5.461
11.5,-0.944,-7.573,0.153,7.633
11.55,1.015,3.67,-4.951,6.246
11.6,4.314,-0.857,-2.365,4.994
11.65,0.34,0.144,-0.421,0.56
11.7,0.693,-4.511,2.221,5.076
11.75,-0.726,0.805,-5.012,5.128
11.8,1.006,-3.236,-1.01,3.536
11.85,0.239,-3.555,1.943,4.058
11.9,-1.751,-2.535,4.287,5.279
11.95,-1.193,-0.164,-3.224,3.441
12.0,-1.249,-0.421,0.674,1.481
12.05,0.1,-2.112,0.267,2.131
12.1,0.297,-7.808,0.266,7.818
12.15,0.503,-0.178,-3.383,3.425
12.2,2.558,3.238,-3.798,5.609
12.25,1.2,-0.901,0.852,1.725
12.3,0.018,-2.948,0.53,2.996
12.35,-0.279,0.281,-2.517,2.548
12.4,2.006,-0.573,1.092,2.355
12.45,-2.829,-5.961,1.746,6.825
12.5,-2.482,-2.221,2.857,4.388
12.55,-0.362,0.827,-0.427,0.999
12.6,-1.129,-0.969,1.333,1.998
12.65,-0.31,-2.9,-0.081,2.918
12.7,0.079,-7.048,-2.418,7.452
12.75,3.507,4.69,-5.106,7.769
12.8,3.658,-1.229,-1.719,4.225
12.85,0.909,-0.845,-0.756,1.453
12.9,-1.678,-4.366,-1.773,5.002
12.95,1.111,-1.51,1.941,2.698
13.0,-3.995,-5.615,0.521,6.911
13.05,-1.668,-2.094,3.333,4.276
13.1,-0.548,1.29,0.495,1.486
13.15,-1.529,-1.082,1.386,2.33
13.2,-0.685,-2.921,0.495,3.041
13.25,0.776,-7.307,-2.179,7.664
13.3,1.696,1.009,-4.179,4.621
13.35,4.895,-0.536,-0.73,4.978
13.4,0.817,-0.756,-1.156,1.605
13.45,-1.567,-6.71,0.039,6.891
13.5,0.747,-0.464,-1.056,1.374
13.55,-0.444,-2.032,-4.279,4.758
13.6,0.432,-2.891,2.182,3.648
13.65,-1.22,-0.186,-3.189,3.42
13.7,-1.645,0.123,0.403,1.698
13.75,0.161,-2.306,0.713,2.419
13.8,-2.719,-7.342,2.359,8.177
13.85,0.964,-1.704,-3.845,4.315
13.9,5.492,0.556,-2.775,6.178
13.95,1.207,-0.148,-0.882,1.502
14.0,-0.564,-5.497,-0.739,5.576
14.05,0.22,-0.939,-0.45,1.064
14.1,0.244,-0.92,-2.964,3.113
14.15,0.256,-4.604,0.465,4.634
14.2,-2.0,-2.055,1.726,3.347
14.25,-1.267,1.345,0.934,2.07
14.3,-0.657,-0.99,0.624,1.342
14.35,-0.349,-2.884,0.432,2.937
14.4,0.453,-6.574,-1.055,6.674
14.45,2.727,1.581,-4.953,5.871
14.5,5.363,-0.4,-0.313,5.387
14.55,1.036,-0.898,-1.819,2.278
14.6,-1.307,-5.017,0.024,5.185
14.65,0.541,-2.03,0.057,2.102
14.7,-3.868,-4.468,0.668,5.947
14.75,0.108,-2.651,4.733,5.426
14.8,-0.86,0.902,-2.051,2.4
14.85,-1.751,-0.215,0.518,1.838
14.9,0.162,-1.414,1.283,1.916
14.95,-2.641,-7.909,1.692,8.508
15.0,1.049,-0.782,-3.335,3.583
15.05,7.476,0.412,-2.146,7.789
15.1,1.018,-0.07,-0.196,1.039
15.15,-1.637,-5.116,-0.566,5.401
15.2,0.54,-0.881,0.325,1.084
15.25,-3.322,-3.941,-0.85,5.224
15.3,0.149,-2.747,2.945,4.03
15.35,-1.919,0.136,-2.848,3.437
15.4,-2.829,-0.08,0.058,2.831
15.45,0.728,-2.336,0.831,2.584
15.5,-1.381,-3.993,1.472,4.474
15.55,0.341,-4.587,-3.128,5.563
15.6,2.542,1.881,-4.372,5.396
15.65,3.208,-0.005,0.098,3.21
15.7,0.564,-3.721,-0.728,3.833
15.75,-1.755,-2.78,-1.334,3.548
15.8,0.275,-2.338,-0.833,2.497
15.85,-1.993,-4.104,1.317,4.748
15.9,-1.441,-2.174,0.493,2.654
15.95,-2.295,2.08,1.503,3.443
16.0,0.177,-1.788,1.001,2.057
16.05,-0.692,-2.974,-0.168,3.058
16.1,-0.488,-7.114,-1.624,7.313
16.15,1.422,-0.035,-4.163,4.4
16.2,6.675,1.428,-4.385,8.113
16.25,1.17,-0.156,-0.464,1.268
16.3,0.141,-3.772,-0.196,3.779
16.35,0.114,0.505,-2.687,2.737
16.4,0.876,-2.853,1.402,3.297
16.45,-3.417,-6.626,0.646,7.483
16.5,-1.247,-1.649,2.851,3.522
16.55,-0.797,1.093,0.086,1.355
16.6,-1.465,-0.557,1.183,1.964
16.65,0.211,-2.155,1.042,2.403
16.7,-1.136,-7.894,1.342,8.088
16.75,0.226,-1.741,-3.825,4.209
16.8,5.261,0.238,-3.552,6.352
16.85,2.125,0.164,-0.313,2.154
16.9,-0.099,-3.291,-0.244,3.301
16.95,-0.245,0.213,-1.687,1.718
17.0,0.48,-0.861,0.313,1.034
17.05,-3.323,-4.858,-0.47,5.905
17.1,-1.96,-1.973,1.705,3.262
17.15,-1.46,0.896,-2.851,3.326
17.2,-1.993,1.911,0.268,2.774
17.25,0.464,-2.201,1.181,2.541
17.3,-0.944,-3.185,0.165,3.326
17.35,-0.094,-6.727,-1.253,6.844
17.4,2.72,1.851,-4.158,5.302
17.45,4.322,-0.236,-0.78,4.398
17.5,1.224,0.383,-0.245,1.306
17.55,-1.76,-6.479,0.725,6.753
17.6,-0.147,0.023,-1.303,1.312
17.65,0.502,-1.245,0.267,1.369
17.7,-2.395,-3.559,-3.011,5.241
17.75,-1.613,-2.419,2.453,3.804
17.8,-1.317,2.324,-1.373,3.003
17.85,-1.929,0.668,-0.592,2.126
17.9,1.537,-1.957,0.503,2.539
17.95,-1.337,-2.179,-0.047,2.557
18.0,-1.327,-7.423,-0.596,7.564
18.05,1.565,-0.7,-3.052,3.5
18.1,6.789,1.749,-2.051,7.304
18.15,1.259,0.744,-0.921,1.729
18.2,-1.546,-3.68,0.367,4.008
18.25,0.211,0.385,-0.408,0.599
18.3,0.964,-1.201,1.432,2.103
18.35,-0.864,-2.751,-4.033,4.957
18.4,-2.52,-6.121,-0.271,6.625
18.45,-0.223,-1.566,1.658,2.291
18.5,-1.749,1.615,-1.786,2.976
18.55,-1.132,-0.085,-0.67,1.319
18.6,0.998,-0.872,-0.296,1.358
18.65,-0.794,-1.74,-0.135,1.918
18.7,-3.534,-7.886,3.142,9.195
18.75,0.152,-1.375,-2.394,2.765
18.8,1.544,-0.463,-2.662,3.112
18.85,3.19,2.034,-1.372,4.025
18.9,-0.368,-0.387,-0.687,0.87
18.95,-0.39,-3.367,1.626,3.759
19.0,-0.21,1.308,-2.078,2.464
19.05,0.813,-5.373,-4.393,6.988
19.1,-0.135,-0.377,-1.369,1.427
19.15,-0.573,-3.008,-0.036,3.063
19.2,-0.931,0.318,1.113,1.485
19.25,-2.23,-0.628,-0.699,2.42
19.3,-0.626,0.495,1.122,1.377
19.35,-0.006,-0.122,-0.257,0.285
19.4,-0.151,-0.865,0.184,0.897
19.45,-2.123,-6.455,1.826,7.036
19.5,0.732,-1.612,-0.698,1.903
19.55,-0.167,-0.044,-0.481,0.511
19.6,2.835,0.733,-3.047,4.226
19.65,-0.148,-0.04,1.681,1.688
19.7,-1.83,-3.568,1.156,4.174
19.75,-0.212,-4.58,1.212,4.742
19.8,-0.947,-0.768,-2.233,2.544
19.85,1.268,-0.981,-0.187,1.614
19.9,-1.766,-1.437,-0.017,2.277
19.95,-0.854,0.65,-0.23,1.098
20.0,0.139,-0.996,0.22,1.029
20.05,0.136,-2.922,-0.207,2.932
20.1,0.477,-0.453,-0.02,0.658
20.15,0.047,-0.014,-0.175,0.181
20.2,-1.131,-1.597,2.77,3.392
20.25,0.299,-0.55,-0.033,0.627
20.3,-0.529,-2.014,-0.27,2.1
20.35,0.159,-0.937,-0.084,0.955
20.4,1.121,-1.152,0.697,1.752
20.45,-0.344,-0.768,0.529,0.994
20.5,-0.761,-0.883,0.842,1.438
20.55,-0.203,-0.659,0.371,0.783
20.6,-0.043,-1.05,-0.126,1.059
20.65,-0.16,-1.037,0.351,1.106
20.7,-0.038,-0.675,0.302,0.741
20.75,-0.093,-0.803,0.09,0.813
20.8,0.107,-0.753,0.019,0.761
20.85,-0.041,-0.944,0.353,1.009
20.9,-0.091,-1.299,0.23,1.322
20.95,-0.103,-0.145,-0.159,0.238
21.0,-0.318,-1.147,0.109,1.195
21.05,0.248,-1.005,0.182,1.051
21.1,-0.064,-1.056,-0.027,1.058
21.15,-0.08,-0.916,-0.071,0.923
21.2,0.059,-1.07,0.008,1.072
21.25,0.098,-0.986,0.145,1.001
21.3,-0.142,-0.948,-0.109,0.965
21.35,-0.036,-1.167,0.088,1.171
21.4,-0.045,-1.021,0.138,1.032
21.45,-0.075,-0.974,0.017,0.977
21.5,-0.109,-0.971,-0.046,0.978
21.55,-0.049,-0.944,-0.024,0.946
21.6,-0.044,-0.977,-0.012,0.978
21.65,-0.031,-1.028,0.025,1.028
21.7,-0.043,-0.982,0.039,0.984
21.75,-0.038,-1.003,0.014,1.004
21.8,-0.031,-0.994,-0.008,0.994
21.85,0.034,-0.974,-0.003,0.975
21.9,0.047,-0.971,-0.029,0.973
21.95,-0.017,-0.996,-0.034,0.997
22.0,-0.041,-1.006,0.001,1.006
22.05,-0.029,-0.992,0.006,0.992
22.1,-0.037,-0.987,-0.028,0.988
22.15,-0.028,-0.969,-0.02,0.969
22.2,0.009,-1.012,-0.009,1.012
22.25,0.008,-1.008,-0.043,1.009
22.3,0.023,-0.992,-0.046,0.994
22.35,0.044,-0.993,-0.073,0.997
22.4,0.036,-1.005,-0.075,1.008
22.45,0.008,-0.983,-0.066,0.986
22.5,-0.014,-0.998,-0.042,0.999
22.55,-0.021,-0.989,-0.036,0.989
22.6,-0.016,-0.992,-0.021,0.992
22.65,-0.018,-0.986,-0.013,0.986
22.7,-0.034,-0.982,0.004,0.983
22.75,-0.013,-1.011,0.008,1.012
22.8,-0.043,-0.999,0.005,1.0
22.85,-0.001,-0.987,0.017,0.987
22.9,-0.006,-0.991,-0.014,0.991
22.95,-0.013,-0.982,-0.002,0.982
23.0,-0.031,-0.992,0.004,0.993
23.05,-0.028,-0.987,0.011,0.988
23.1,-0.033,-0.979,-0.009,0.979
23.15,-0.042,-0.985,-0.023,0.986
23.2,-0.065,-0.988,-0.022,0.99
23.25,-0.054,-0.966,-0.034,0.969
23.3,0.043,-1.025,-0.002,1.026
23.35,0.043,-1.008,-0.036,1.009
23.4,0.071,-0.996,-0.073,1.001
23.45,0.032,-0.985,-0.036,0.986
23.5,0.019,-0.996,-0.018,0.996
23.55,0.01,-0.999,-0.068,1.002
23.6,0.015,-1.0,-0.051,1.001
23.65,0.003,-0.996,-0.049,0.998
23.7,-0.011,-0.99,-0.062,0.992
23.75,-0.033,-0.972,-0.042,0.974
23.8,-0.024,-0.976,-0.029,0.977
23.85,-0.027,-0.991,-0.014,0.992
23.9,0.016,-1.009,-0.011,1.009
23.95,0.035,-0.994,-0.046,0.996
24.0,0.027,-1.007,-0.038,1.008
24.05,0.009,-0.975,-0.063,0.978
24.1,0.019,-0.988,-0.069,0.991
24.15,0.004,-0.985,-0.047,0.986
24.2,-0.014,-0.986,-0.049,0.987
24.25,-0.023,-0.987,-0.053,0.989
24.3,-0.014,-0.998,-0.044,0.999
24.35,-0.004,-0.984,-0.052,0.985
24.4,0.018,-1.001,-0.041,1.002
24.45,0.013,-0.997,-0.057,0.998
24.5,0.018,-1.0,-0.05,1.001
24.55,0.005,-0.994,-0.042,0.995
24.6,-0.006,-0.989,-0.038,0.989
24.65,-0.007,-0.991,-0.068,0.993
24.7,0.013,-0.992,-0.048,0.994
24.75,0.021,-1.001,-0.049,1.002
24.8,0.003,-1.002,-0.047,1.003
24.85,-0.045,-0.99,-0.01,0.991
24.9,0.231,-0.944,-0.133,0.981
24.95,-0.06,-0.99,-0.046,0.993
25.0,-0.017,-0.987,-0.03,0.988
25.05,-0.067,-0.986,-0.042,0.989
25.1,0.036,-1.004,-0.009,1.005
25.15,0.039,-0.996,-0.033,0.998
25.2,0.012,-0.986,-0.028,0.987
25.25,-0.017,-0.985,-0.027,0.986
25.3,-0.018,-0.985,-0.023,0.986
25.35,-0.028,-0.992,-0.023,0.993
25.4,-0.006,-1.006,-0.014,1.006
25.45,-0.001,-0.992,-0.012,0.992
25.5,-0.052,-0.989,-0.032,0.991
25.55,-0.025,-0.992,-0.04,0.993
25.6,0.011,-1.02,-0.169,1.034
25.65,0.035,-0.983,-0.082,0.987
25.7,-0.005,-0.965,-0.033,0.965
25.75,-0.032,-1.005,-0.016,1.005
25.8,0.006,-0.96,0.017,0.96
25.85,0.002,-0.999,0.03,1.0
25.9,0.035,-1.053,0.025,1.054
25.95,0.02,-0.94,0.118,0.948
26.0,0.096,-0.978,0.053,0.984
26.05,-0.005,-0.871,0.037,0.872
26.1,-0.078,-1.02,-0.032,1.023
26.15,-0.029,-0.963,0.084,0.967
26.2,-0.087,-1.116,0.096,1.124
26.25,-0.054,-1.145,0.036,1.146
26.3,-0.056,-1.077,-0.041,1.079
26.35,0.15,-1.081,0.068,1.094
26.4,0.251,-0.959,0.118,0.998
26.45,0.007,-0.933,0.005,0.933
26.5,0.058,-0.895,0.01,0.896
26.55,0.047,-0.994,0.062,0.997
26.6,0.199,-1.162,-0.1,1.183
26.65,0.072,-1.301,0.116,1.308
26.7,-0.037,-1.61,-0.063,1.611
26.75,-0.074,-1.427,0.54,1.528
26.8,0.018,-1.206,-0.603,1.348
26.85,-0.079,-1.167,0.246,1.195
26.9,-0.185,-1.012,-0.125,1.037
26.95,-0.406,-0.955,0.668,1.234
27.0,-0.497,-0.827,0.477,1.076
27.05,-0.478,-0.952,0.28,1.102
27.1,-0.373,-0.909,0.094,0.987
27.15,-0.163,-0.803,-0.103,0.826
27.2,-0.028,-0.403,-0.019,0.404
27.25,0.261,-0.297,1.369,1.425
27.3,0.336,-0.361,0.063,0.498
27.35,-0.174,-0.264,0.64,0.714
27.4,0.102,-0.112,0.527,0.548
27.45,-0.081,0.264,0.919,0.959
27.5,-0.019,0.256,0.928,0.963
27.55,-0.048,0.233,1.021,1.048
27.6,-0.052,0.234,0.937,0.967
27.65,-0.044,0.218,0.923,0.95
27.7,0.021,0.2,0.987,1.007
27.75,-0.022,0.21,0.926,0.95
27.8,0.004,0.207,0.975,0.997
27.85,0.011,0.182,1.052,1.068
27.9,-0.008,0.212,0.899,0.923
27.95,0.003,0.202,1.016,1.036
28.0,-0.046,0.216,0.914,0.94
28.05,-0.016,0.203,1.019,1.039
28.1,-0.0,0.213,0.992,1.015
28.15,-0.069,0.215,0.754,0.787
